class,tweet,cleaned_text
1,I'm just sayin. That's my baby &amp; I already told you bitches.. &#128076;,"['just', 'sayin', 'that', 'my', 'baby', 'amp', 'already', 'told', 'you', 'bitches']"
1,"@AllieBruner Stop being mean, bitch! ))))))):",[]
0,Gonna shower for the sole purpose of shampooing my beard.,"['gonna', 'shower', 'for', 'the', 'sole', 'purpose', 'of', 'shampooing', 'my', 'beard']"
1,Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&#8230; http://t.co/9xJTIMRCsG,"['co', 'xjtimrcsg']"
1,When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all!!!,"['when', 'jake', 'was', 'mad', 'happy', 'and', 'hugged', 'muscle', 'faced', 'renee', 'russo', 'at', 'the', 'end', 'of', 'was', 'like', 'yeah', 'them', 'bitches', 'bout', 'to', 'win', 'it', 'all']"
1,@aBartick the bitch in the purple shorts and Aqua beats,"['the', 'bitch', 'in', 'the', 'purple', 'shorts', 'and', 'aqua', 'beats']"
0,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,"['godiva', 'chocolate', 'dipped', 'oreos', 'http', 'co', 'osypnadyto']"
0,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0","['http', 'co', 'ycuvypv']"
0,RT @AC_Hussle: Bron pregame speeches be so trash though lmao,"['bron', 'pregame', 'speeches', 'be', 'so', 'trash', 'though', 'lmao']"
1,The hoes are for EVERYBODY my nigga!,"['the', 'hoes', 'are', 'for', 'everybody', 'my', 'nigga']"
1,You're a stupid fucking bitch,"['you', 're', 'stupid', 'fucking', 'bitch']"
0,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,"['co', 'ckbs', 'wczu']"
0,Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,"['co', 'ibsczelxxe', 'via']"
0,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away,"['birds', 'of', 'feather', 'go', 'away']"
0,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,"['inners', 'still', 'hanging', 'in', 'yankees', 'we', 'need', 'this', 'win', 'nfl', 'it', 'not', 'sunday']"
0,The brownies I just made are a sin,"['the', 'brownies', 'just', 'made', 'are', 'sin']"
1,"Currently listening to ""The Imperial March"" 

Traditionally only played when preparing to slash bitches.","['currently', 'listening', 'to', 'the', 'imperial', 'march', 'traditionally', 'only', 'played', 'when', 'preparing', 'to', 'slash', 'bitches']"
0,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,"['can', 'only', 'hope', 'charlie', 'strong', 'utcoach']"
1,Smoke good weed with a bad bitch,"['smoke', 'good', 'weed', 'with', 'bad', 'bitch']"
0,"green beans, summer yellow squash, zucchini, cucumber I will set some more out by the road today its free.","['green', 'beans', 'summer', 'yellow', 'squash', 'zucchini', 'cucumber', 'will', 'set', 'some', 'more', 'out', 'by', 'the', 'road', 'today', 'its', 'free']"
0,"RT @teapot: Stuff broke loose, must not panic and share GIF instead http://t.co/JL4GuIeJ84","['stuff', 'broke', 'loose', 'must', 'not', 'panic', 'and', 'share', 'gif', 'instead', 'http', 'co', 'jl', 'guiej']"
1,"This girl legit looks like a pig, Kiss imik you bitch","['this', 'girl', 'legit', 'looks', 'like', 'pig', 'kiss', 'imik', 'you', 'bitch']"
0,Fine I'll settle for an Oreo milkshake,"['fine', 'll', 'settle', 'for', 'an', 'oreo', 'milkshake']"
0,RT @gojackets973: @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,"['its', 'the', 'start', 'of', 'another', 'yellow', 'jacket', 'season', 'tonight', 'how', 'about', 'rt', 'for', 'all', 'the', 'jacket', 'fans', 'gtvt']"
1,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5","['yea', 'on', 'my', 'ipad', 'don', 'work', 'this', 'friday', 'let', 'ball', 'this', 'faggot', 'up', 'work']"
0,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,"['thanks', 'now', 'go', 'clean', 'that', 'trash', 'can', 'ya', 'lil', 'nasty', 'lol']"
0,RT @TwitchyTeam: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents http://t.co/KG3NEWOYIy,"['richard', 'grenell', 'wapo', 'greg', 'sargent', 'mocks', 'voter', 'id', 'and', 'proves', 'point', 'of', 'proponents', 'http', 'co', 'kg', 'newoyiy']"
1,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;,"['well', 'looks', 'like', 'll', 'be', 'buying', 'you', 'two', 'big', 'bitch', 'box', 'of', 'busch', 'na']"
1,I'm sorry but this makes me feel so free. Like a fucking majestic bird. #gotonelessproblemwithoutya http://t.co/EKFOVVcWht,"['co', 'ekfovvcwht']"
1,"""By the way we do punch bitches.""","['by', 'the', 'way', 'we', 'do', 'punch', 'bitches']"
0,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,"['far', 'as', 'can', 'tell', 'coon', 'tracks', 'on', 'the', 'cab', 'door', 'window', 'tractor', 'was', 'parked', 'by', 'some', 'trees', 'away', 'from', 'home']"
1,"On a scale of 1 to redneck, I'm watching Days of Thunder right now. #goCruise","['on', 'scale', 'of', 'to', 'redneck', 'watching', 'days', 'of', 'thunder', 'right', 'now', 'gocruise']"
0,@ThatChrisEckert Gobble de gook,"['gobble', 'de', 'gook']"
0,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,"['used', 'to', 'chug', 'vodka', 'and', 'orange', 'juice', 'also', 'used', 'to', 'chug', 'vodka', 'and', 'gatorade', 'used', 'to', 'chug', 'vodka']"
0,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst","['girls', 'don', 'let', 'guy', 'treat', 'you', 'like', 'yellow', 'starburst', 'are', 'pink', 'starburst']"
1,I''d put a bullet in that bitch...,"['put', 'bullet', 'in', 'that', 'bitch']"
0,trash RT @VibeMagazine: Can the Notorious B.I.G.&#8217;s son CJ Wallace rap? Watch &amp; vote here: http://t.co/3kzJj7nqpP http://t.co/wOwnc0A70P,"['can', 'the', 'notorious', 'son', 'cj', 'wallace', 'rap', 'watch', 'amp', 'vote', 'here', 'http', 'co', 'kzjj', 'nqpp', 'http', 'co', 'wownc']"
0,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,"['yankees', 'ain', 'complaining', 'about', 'the', 'royals', 'win', 'or', 'lose', 'game', 'they', 'showed', 'heart', 'al', 'ride', 'or', 'die', 'no', 'flex', 'zone', 'they', 'earned', 'it']"
1,@yelafox @_saharbabyy because hoes disguise themselves as real women,"['because', 'hoes', 'disguise', 'themselves', 'as', 'real', 'women']"
0,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,"['step', 'up', 'and', 'take', 'your', 'oppurtunity', 'freshfaces', 'iubb', 'hoosiers']"
1,"RT @thejokerxo: &#128064;&#127939; ""@Weed_Cloudz: Does SZA have freckles on her pussy too?""","['does', 'sza', 'have', 'freckles', 'on', 'her', 'pussy', 'too']"
1,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now,"['niggas', 'cry', 'when', 'they', 'get', 'hit', 'high', 'and', 'cry', 'when', 'they', 'get', 'hit', 'low', 'nfl', 'full', 'of', 'pussies', 'now']"
1,Damn the bad thing about having side hoes is you can't get mad when they don't hit you up all day &#128530;&#9995;&#128554;,"['damn', 'the', 'bad', 'thing', 'about', 'having', 'side', 'hoes', 'is', 'you', 'can', 'get', 'mad', 'when', 'they', 'don', 'hit', 'you', 'up', 'all', 'day']"
0,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,"['when', 'make', 'the', 'paper', 'ball', 'into', 'the', 'trash', 'can', 'http', 'co', 'zbt']"
0,Amo hangs http://t.co/h8UQDrjeCb,"['co', 'uqdrjecb']"
0,@sevensixxx_ @oldirtyjesus great reply except it was trash,"['great', 'reply', 'except', 'it', 'was', 'trash']"
1,Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls,"['am', 'sorry', 'can', 'stand', 'stand', 'some', 'black', 'females', 'especially', 'the', 'full', 'breaded', 'africans', 'bitches', 'being', 'have', 'std', 'and', 'shit', 'prefer', 'white', 'girls']"
1,"@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is.","['normally', 'would', 'say', 'she', 'must', 'have', 'great', 'pussy', 'but', 'since', 've', 'seen', 'it', 'that', 'not', 'true', 'so', 'idk', 'what', 'it', 'is']"
0,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.","['jeff', 'fisher', 'saved', 'by', 'the', 'refs', 'that', 'was', 'karma', 'but', 'the', 'zebras', 'messed', 'with', 'it']"
1,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch","['awww', 'meat', 'meat', 'in', 'his', 'feelins', 'ainn', 'my', 'feelings', 'bitch']"
0,"No one has even eaten a Twinkie in, like, decades.","['no', 'one', 'has', 'even', 'eaten', 'twinkie', 'in', 'like', 'decades']"
0,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts.","['don', 'like', 'to', 'trash', 'talking', 'either', 'way', 'but', 'to', 'be', 'fair', 'that', 'just', 'on', 'twitter', 'having', 'ball', 'on', 'texts']"
1,RT @IzzeTheProducer: You wonder why I call you bitch ... You wonder why I call you bitch -2pac,"['you', 'wonder', 'why', 'call', 'you', 'bitch', 'you', 'wonder', 'why', 'call', 'you', 'bitch', 'pac']"
1,@ArianaGrande this bitch @cumwiththewind,"['this', 'bitch']"
0,ooh girl cute face but yellow teef. lol,"['ooh', 'girl', 'cute', 'face', 'but', 'yellow', 'teef', 'lol']"
0,Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck http://t.co/D6SBSYaNN2,"['co', 'sbsyann']"
1,Don't no nigga want an artificial bitch ... Let me repeat that.... Not one !!!,"['don', 'no', 'nigga', 'want', 'an', 'artificial', 'bitch', 'let', 'me', 'repeat', 'that', 'not', 'one']"
0,RT @SwaggVerified_: @TyJust_DoIt @Satisfied_x @Doit_LikeTre @_roeee but cant nobody at yall pep rally out jigg me,"['but', 'cant', 'nobody', 'at', 'yall', 'pep', 'rally', 'out', 'jigg', 'me']"
0,remember when the dude who played young ned followed my youtube channel. this was when i actually used my youtube for more than favorites,"['remember', 'when', 'the', 'dude', 'who', 'played', 'young', 'ned', 'followed', 'my', 'youtube', 'channel', 'this', 'was', 'when', 'actually', 'used', 'my', 'youtube', 'for', 'more', 'than', 'favorites']"
0,I can hear birds outside!!!,"['can', 'hear', 'birds', 'outside']"
0,RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie,"['idc', 'still', 'watch', 'two', 'amp', 'half', 'men', 'well', 'the', 'old', 'one', 'with', 'charlie']"
0,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,"['black', 'americans', 'are', 'worse', 'off', 'under', 'bho', 'http', 'co', 'iweugnyx', 'well', 'researched', 'article', 'bound', 'to', 'elicit', 'cries', 'of', 'uncle', 'tom']"
0,People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi,"['people', 'be', 'so', 'angry', 'tonight', 'on', 'dis', 'here', 'tweeter', 'it', 'hard', 'for', 'colored', 'man', 'to', 'see', 'all', 'dis', 'anger', 'like', 'bein', 'in', 'waffle', 'house', 'in', 'mississippi']"
0,I want some monkey bread &#128553;&#128588;,"['want', 'some', 'monkey', 'bread']"
0,is it ghetto to grease yo scalp at work,"['is', 'it', 'ghetto', 'to', 'grease', 'yo', 'scalp', 'at', 'work']"
1,You guys are all faggots.,"['you', 'guys', 'are', 'all', 'faggots']"
0,@CellNBuu ewwww her nips are DEF more perfect than that,"['ewwww', 'her', 'nips', 'are', 'def', 'more', 'perfect', 'than', 'that']"
1,Everyone up north is getting pregnant I'm glad my bitch ass moved down here,"['everyone', 'up', 'north', 'is', 'getting', 'pregnant', 'glad', 'my', 'bitch', 'ass', 'moved', 'down', 'here']"
0,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive","['do', 'you', 'know', 'how', 'good', 'ho', 'ho', 'are', 'at', 'am', 'answers', 'you', 'haven', 'given', 'up', 'all', 'your', 'ho', 'ho', 'whoa']"
1,RT @WayneL_Jr: The nipples determine whether the titties are trash or not,"['the', 'nipples', 'determine', 'whether', 'the', 'titties', 'are', 'trash', 'or', 'not']"
1,Never seen a pussy he didn't like.,"['never', 'seen', 'pussy', 'he', 'didn', 'like']"
0,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,"['barkley', 'amp', 'reggie', 'were', 'talking', 'nonsense', 'the', 'entire', 'game']"
0,"RT @politico: Republican Rick Scott has been reelected #FLGov, defeating Democrat Charlie Crist. http://t.co/oeVMKOQH9S http://t.co/hi56c9N&#8230;","['republican', 'rick', 'scott', 'has', 'been', 'reelected', 'flgov', 'defeating', 'democrat', 'charlie', 'crist', 'http', 'co', 'oevmkoqh', 'http', 'co', 'hi']"
0,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,"['as', 'kid', 'listened', 'to', 'nas', 'he', 'showed', 'me', 'new', 'perspective', 'coming', 'from', 'the', 'ghetto', 'like', 'me', 'same', 'with', 'pimp']"
0,Damn Charlie Wilson is still around?,"['damn', 'charlie', 'wilson', 'is', 'still', 'around']"
0,@FightNightX @NMF4Life khan has been facing nothing but trash since his L to Garcia,"['khan', 'has', 'been', 'facing', 'nothing', 'but', 'trash', 'since', 'his', 'to', 'garcia']"
1,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy,"['is', 'such', 'hoe', 'wear', 'your', 'shoes', 'ya', 'big', 'bitch', 'you', 'missed', 'the', 'couch', 'shot', 'ray', 'allen', 'bailed', 'you', 'out', 'pussy']"
1,"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 work, is something adults do for money, not borrow from money... Broke bitch","['work', 'is', 'something', 'adults', 'do', 'for', 'money', 'not', 'borrow', 'from', 'money', 'broke', 'bitch']"
1,RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;,"['rt', 'hits', 'blunt', 'https', 'co', 'wiqgndxgnm', 'this', 'hoe', 'thought', 'she', 'was', 'so', 'dee']"
0,"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin","['khorasan', 'is', 'the', 'old', 'arabic', 'name', 'for', 'parts', 'of', 'iran', 'afghanistan', 'not', 'an', 'invention', 'of', 'modern', 'jihadis', 'justsayin']"
1,If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;,"['if', 'anyone', 'ever', 'gets', 'an', 'attitude', 'or', 'with', 'me', 'idgaf', 'who', 'it', 'is', 'am', 'going', 'to', 'be', 'bitch', 'right', 'back']"
1,Me and my bitch http://t.co/AsYjv2K4Tt,"['co', 'asyjv', 'tt']"
0,RT @QtipTheAbstract: Derek Jeter ... A class act... A great Yankee... A 1st ballot Hall of Fame inductee to be,"['derek', 'jeter', 'class', 'act', 'great', 'yankee', 'st', 'ballot', 'hall', 'of', 'fame', 'inductee', 'to', 'be']"
1,@AntiHeroKo bitch FOH,"['bitch', 'foh']"
1,"Of all the lazy bitches, I was the laziest today #noregrets","['of', 'all', 'the', 'lazy', 'bitches', 'was', 'the', 'laziest', 'today', 'noregrets']"
0,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,"['want', 'it', 'love', 'her', 'gooks', 'she', 'is', 'awesome', 'where', 'did', 'you', 'get', 'it']"
0,Ruby is not ugly #bunga bunga,"['ruby', 'is', 'not', 'ugly', 'bunga', 'bunga']"
1,"If we get any trick of treaters I will be giving out Android advice. So... stop on in, faggots","['if', 'we', 'get', 'any', 'trick', 'of', 'treaters', 'will', 'be', 'giving', 'out', 'android', 'advice', 'so', 'stop', 'on', 'in', 'faggots']"
1,"I hate when bitches ""been thinking"" smh","['hate', 'when', 'bitches', 'been', 'thinking', 'smh']"
0,"RT @BrentLanders6: Charlie: ""My last two songs will be quasi-religious songs for the sake of @WhiteIronBand who's coming up next.""","['charlie', 'my', 'last', 'two', 'songs', 'will', 'be', 'quasi', 'religious', 'songs', 'for', 'the', 'sake', 'of', 'who', 'coming', 'up', 'next']"
0,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,"['atlanta', 'rt', 'houston', 'has', 'so', 'many', 'trash', 'drivers']"
1,"@realmarkhenning lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;","['lol', 'we', 'gotta', 'let', 'these', 'hoes', 'know', 'pow', 'pow', 'this', 'aint', 'what', 'they', 'want', 'gt', 'gt']"
0,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf,"['alexa', 'phone', 'gave', 'us', 'colors', 'and', 'julia', 'got', 'yellow', 'dying', 'racistaf']"
0,RT @mckayllaa: I wish I had pretty colored eyes .,"['wish', 'had', 'pretty', 'colored', 'eyes']"
1,RT @KingLekan90210: I forgive all u hoes/girls,"['forgive', 'all', 'hoes', 'girls']"
1,So ghetto.,"['so', 'ghetto']"
0,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;","['fox', 'news', 'mocks', 'victim', 'of', 'ray', 'rice', 'elevator', 'assault', 'think', 'the', 'message', 'is', 'take', 'the', 'stairs', 'http', 'co', 'tklgup', 'wh', 'ht']"
0,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,"['this', 'bitch', 'thincc', 'she', 'dress', 'coding', 'me']"
0,is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;,"['want', 'pet', 'monkey', 'http', 'co', 'yr', 'xklsc']"
0,I always soprised dat I has mo while followers den colored,"['always', 'soprised', 'dat', 'has', 'mo', 'while', 'followers', 'den', 'colored']"
0,Coors light is trash. Yuck. I don't even like beer.,"['coors', 'light', 'is', 'trash', 'yuck', 'don', 'even', 'like', 'beer']"
0,@imgooby you're not funny trash,"['you', 're', 'not', 'funny', 'trash']"
0,Why Jon hates birds. http://t.co/VwXlbmJ7fY,"['co', 'vwxlbmj', 'fy']"
0,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes","['rt', 'mcrib', 'buns', 'contain', 'chemical', 'which', 'is', 'also', 'used', 'to', 'make', 'yoga', 'mats', 'amp', 'soles', 'of', 'shoes']"
1,"RT @SuziDodt: Science, bitch! #TheWalkingDead","['science', 'bitch', 'thewalkingdead']"
1,I moved that niggah anyways.,"['moved', 'that', 'niggah', 'anyways']"
1,dats why u can't pass up on bitches cuz dey ah make it seems like u sweating dem....Man U knw dat man could've fuck u,"['dats', 'why', 'can', 'pass', 'up', 'on', 'bitches', 'cuz', 'dey', 'ah', 'make', 'it', 'seems', 'like', 'sweating', 'dem', 'man', 'knw', 'dat', 'man', 'could', 've', 'fuck']"
0,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there,"['lax', 'gun', 'laws', 'ur', 'retarded', 'there', 'murder', 'there', 'bcuz', 'no', 'one', 'can', 'defend', 'themselves', 'only', 'crooks', 'have', 'guns', 'there']"
0,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack","['hey', 'teabagger', 'the', 'benghazi', 'thing', 'is', 'joke', 'benghazis', 'under', 'bush', 'no', 'hearings', 'more', 'on', 'benghazi', 'than', 'real', 'attack']"
1,I can make a bitch famous,"['can', 'make', 'bitch', 'famous']"
0,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,"['nicknamed', 'lux', 'coach', 'because', 'without', 'him', 'we', 'would', 'of', 'never', 'heard', 'of', 'duke', 'lol', 'charlie']"
0,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL","['perhaps', 'not', 'diehard', 'yankee', 'fan', 'but', 'there', 'no', 'more', 'point', 'in', 'watching', 'this', 'debacle', 'yankees', 'tigers', 'mlb', 'so', 'what', 'else', 'is', 'on', 'lol']"
1,RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H,"['this', 'bitch', 'got', 'the', 'itunes', 'terms', 'and', 'conditions', 'tattooed', 'on', 'her', 'http', 'co', 'dhrvcnrr']"
1,Every nigga trynna fuc the next nigga bitch not knowing his bitch is the next nigga bitch,"['every', 'nigga', 'trynna', 'fuc', 'the', 'next', 'nigga', 'bitch', 'not', 'knowing', 'his', 'bitch', 'is', 'the', 'next', 'nigga', 'bitch']"
0,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again,"['that', 'not', 'ghetto', 'that', 'sweet', 'and', 'movie', 'quote', 'try', 'again']"
0,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA,"['co', 'mlfucqiifa']"
0,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,"['downloaded', 'flappy', 'bird', 'minutes', 'ago', 'it', 'already', 'deleted']"
0,&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.,"['oreos', 'are', 'basically', 'dirt', 'circles', 'with', 'cream', 'true']"
1,@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker,"['bitch', 'no', 'not', 'look', 'like', 'full', 'breaded', 'cracker']"
0,&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,"['rt', 'yankees', 'michael', 'pineda', 'in', 'his', 'next', 'start', 'http', 'co', 'zb', 'zwn', 'jet']"
1,"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A","['co', 'czxrv', 'to']"
1,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.,"['we', 'all', 'know', 'this', 'nigga', 'bitch', 'niggas', 'got', 'nerve', 'on', 'twitter']"
0,respect the birds. peace in pieces.,"['respect', 'the', 'birds', 'peace', 'in', 'pieces']"
0,"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""","['that', 'what', 'that', 'means', 'some', 'kid', 'called', 'me', 'at', 'like', 'in', 'the', 'morning', 'asking', 'me', 'if', 'wanted', 'to', 'hit', 'the', 'slopes']"
0,I want some monkey bread.,"['want', 'some', 'monkey', 'bread']"
1,"i hate the whole, slut, hoe, ""thot"" talk lol given what i'm sure people's personal inboxes and late nights look like","['hate', 'the', 'whole', 'slut', 'hoe', 'thot', 'talk', 'lol', 'given', 'what', 'sure', 'people', 'personal', 'inboxes', 'and', 'late', 'nights', 'look', 'like']"
0,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,"['today', 'something', 'is', 'dope', 'tomorrow', 'that', 'same', 'thing', 'is', 'trash', 'next', 'month', 'it', 'is', 'irrelevant', 'next', 'year', 'it', 'classic']"
1,That bitch a tha tha,"['that', 'bitch', 'tha', 'tha']"
1,"Seen it all before , bitch got a man but she scheming on the Low &#128564;","['seen', 'it', 'all', 'before', 'bitch', 'got', 'man', 'but', 'she', 'scheming', 'on', 'the', 'low']"
1,Thick bitch on here tried to front on me earlier...,"['thick', 'bitch', 'on', 'here', 'tried', 'to', 'front', 'on', 'me', 'earlier']"
1,RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,"['stoner', 'chicks', 'gt', 'drunk', 'hoes', 'http', 'co', 'jcttrnurm']"
1,Talk about pussy power &#128530;,"['talk', 'about', 'pussy', 'power']"
0,RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,"['guess', 'my', 'confessions', 'trash', 'because', 'none', 'of', 'them', 'got', 'posted', 'famu']"
1,"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot.","['also', 'just', 'because', 'you', 'suck', 'dick', 'doesn', 'mean', 'you', 'have', 'to', 'act', 'like', 'faggot']"
1,RT @iamSwagnificant: A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe&#8230;,"['real', 'hoe', 'will', 'never', 'let', 'you', 'turn', 'her', 'into', 'house', 'wife', 'she', 'll', 'let', 'you', 'know', 'what', 'it', 'is', 'before', 'you', 'start', 'catching', 'fe']"
1,RT @lilduval: This bitch is pregnant dancing her heart out for me and I'm on Instagram. I'm an asshole http://t.co/qOXkqByxHE,"['this', 'bitch', 'is', 'pregnant', 'dancing', 'her', 'heart', 'out', 'for', 'me', 'and', 'on', 'instagram', 'an', 'asshole', 'http', 'co', 'qoxkqbyxhe']"
1,RT @koleworld4: but i don't fck with broke bitches &#128524;,"['but', 'don', 'fck', 'with', 'broke', 'bitches']"
1,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao,"['fat', 'hoes', 'ina', 'caddilac', 'can', 'tell', 'they', 'jus', 'lost', 'dey', 'luxury', 'car', 'ride', 'virginity', 'hoes', 'too', 'happy', 'lmao']"
0,RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,"['remember', 'when', 'you', 'got', 'your', 'crush', 'aim', 'screenname', 'and', 'you', 'felt', 'all', 'fuzzy', 'inside', 'and', 'stared', 'at', 'your', 'screen', 'and', 'figured', 'out', 'what']"
0,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny","['right', 'because', 'these', 'redskins', 'had', 'lot', 'of', 'queens', 'right', 'nomg', 'sofunny']"
1,I got hoes. I got hoes. I got hoes. I got hoes.,"['got', 'hoes', 'got', 'hoes', 'got', 'hoes', 'got', 'hoes']"
0,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,"['tx', 'trash', 'you', 'know', 'trouble', 'aca', 'is', 'in', 'gop', 'gov', 'states', 'but', 'like', 'you', 'report', 'lies', 'anyway']"
0,@youngscooter ghetto gold needa be the first music vid!,"['ghetto', 'gold', 'needa', 'be', 'the', 'first', 'music', 'vid']"
0,Ciara not a ghetto name.. Well kinda but it&#8217;s not &#8220;ASHANTI&#8221;,"['ciara', 'not', 'ghetto', 'name', 'well', 'kinda', 'but', 'it', 'not', 'ashanti']"
1,Free my brother turt and gn bitches,"['free', 'my', 'brother', 'turt', 'and', 'gn', 'bitches']"
